NeighbourhoodCode,Year,Month,PropertyCrimesCount,PropertyCrimesPerThousandInhabitants,PropertyCrimesPercentInCity,ViolentCrimesCount,ViolentCrimesPerThousandInhabitants,ViolentCrimesPercentInCity,BurglariesCount,BurglaryCrimesPerThousandInhabitants,BurglaryCrimesPercentInCity,AllCrimeCount,AllCrimesPerThousandInhabitants,AllCrimesPercentInCity
Buitengebied Prinsenbeek,2018,12,0.0,1.5162,0.7669,0.0,0.3032,2.0408,0.0,0.0,0.0,11.0,3.3357,0.983
Buitengebied Prinsenbeek,2019,1,1.0,3.3357,1.6871,0.0,0.0,0.0,2.0,0.6065,2.8169,17.0,5.1551,1.5192
Buitengebied Prinsenbeek,2019,2,1.0,2.1227,1.0736,0.0,0.3032,2.0408,0.0,0.0,0.0,15.0,4.5487,1.3405
Buitengebied Prinsenbeek,2019,3,2.0,1.213,0.6135,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5162,0.4468
Buitengebied Prinsenbeek,2019,4,0.0,5.1551,2.6074,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.7941,2.5916
Buitengebied Prinsenbeek,2019,5,2.0,4.5487,2.3006,0.0,0.3032,2.0408,0.0,0.0,0.0,21.0,6.3681,1.8767
Buitengebied Prinsenbeek,2019,6,0.0,2.7292,1.3804,0.0,0.3032,2.0408,2.0,0.6065,2.8169,17.0,5.1551,1.5192
Buitengebied Prinsenbeek,2019,7,0.0,2.4259,1.227,0.0,0.6065,4.0816,0.0,0.0,0.0,16.0,4.8519,1.4298
Buitengebied Prinsenbeek,2019,8,2.0,5.1551,2.6074,0.0,1.8195,12.2449,1.0,0.3032,1.4085,36.0,10.9168,3.2172
Buitengebied Prinsenbeek,2019,9,1.0,1.213,0.6135,0.0,0.0,0.0,1.0,0.3032,1.4085,7.0,2.1227,0.6256
Buitengebied Prinsenbeek,2019,10,1.0,0.9097,0.4601,0.0,1.213,8.1633,0.0,0.0,0.0,12.0,3.6389,1.0724
Buitengebied Prinsenbeek,2019,11,0.0,1.8195,0.9202,0.0,0.6065,4.0816,0.0,0.0,0.0,16.0,4.8519,1.4298
Buitengebied Prinsenbeek,2019,12,0.0,0.0,0.0,0.0,0.3032,2.0408,0.0,0.0,0.0,3.0,0.9097,0.2681
Buitengebied Prinsenbeek,2020,1,0.0,5.4584,2.7607,0.0,0.3032,2.0408,5.0,1.5162,7.0423,27.0,8.1876,2.4129
Buitengebied Prinsenbeek,2020,2,1.0,0.9097,0.4601,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.213,0.3575
Buitengebied Prinsenbeek,2020,3,2.0,2.1227,1.0736,0.0,0.3032,2.0408,1.0,0.3032,1.4085,10.0,3.0324,0.8937
Buitengebied Prinsenbeek,2020,4,2.0,1.5162,0.7669,0.0,0.0,0.0,1.0,0.3032,1.4085,5.0,1.5162,0.4468
Buitengebied Prinsenbeek,2020,5,2.0,2.1227,1.0736,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.4259,0.7149
Buitengebied Prinsenbeek,2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0894
Buitengebied Prinsenbeek,2020,7,2.0,2.1227,1.0736,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.9422,1.1618
Buitengebied Prinsenbeek,2020,8,0.0,0.6065,0.3067,0.0,0.0,0.0,1.0,0.3032,1.4085,8.0,2.4259,0.7149
Buitengebied Prinsenbeek,2020,9,0.0,6.6714,3.3742,0.0,1.213,8.1633,1.0,0.3032,1.4085,39.0,11.8265,3.4853
Buitengebied Prinsenbeek,2020,10,2.0,4.8519,2.454,0.0,0.0,0.0,2.0,0.6065,2.8169,53.0,16.0719,4.7364
Buitengebied Prinsenbeek,2020,11,1.0,4.2454,2.1472,0.0,0.0,0.0,1.0,0.3032,1.4085,16.0,4.8519,1.4298
Buitengebied Prinsenbeek,2020,12,3.0,7.5811,3.8344,0.0,0.6065,4.0816,6.0,1.8195,8.4507,36.0,10.9168,3.2172
Buitengebied Prinsenbeek,2021,1,0.0,4.2454,2.1472,0.0,0.3032,2.0408,1.0,0.3032,1.4085,18.0,5.4584,1.6086
Buitengebied Prinsenbeek,2021,2,0.0,6.0649,3.0675,0.0,0.6065,4.0816,3.0,0.9097,4.2254,41.0,12.433,3.664
Buitengebied Prinsenbeek,2021,3,0.0,2.4259,1.227,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,1.0724
Buitengebied Prinsenbeek,2021,4,1.0,3.0324,1.5337,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0973,2.681
Buitengebied Prinsenbeek,2021,5,2.0,11.5233,5.8282,0.0,1.5162,10.2041,10.0,3.0324,14.0845,69.0,20.9238,6.1662
Buitengebied Prinsenbeek,2021,6,0.0,7.5811,3.8344,0.0,0.3032,2.0408,2.0,0.6065,2.8169,31.0,9.4006,2.7703
Buitengebied Prinsenbeek,2021,7,1.0,3.6389,1.8405,0.0,0.3032,2.0408,3.0,0.9097,4.2254,21.0,6.3681,1.8767
Buitengebied Prinsenbeek,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0894
Buitengebied Prinsenbeek,2021,9,2.0,0.6065,0.3067,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1787
Buitengebied Prinsenbeek,2021,10,0.0,1.5162,0.7669,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1227,0.6256
Buitengebied Prinsenbeek,2021,11,0.0,1.213,0.6135,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0324,0.8937
Buitengebied Prinsenbeek,2021,12,1.0,2.1227,1.0736,0.0,0.3032,2.0408,1.0,0.3032,1.4085,17.0,5.1551,1.5192
Buitengebied Prinsenbeek,2022,1,0.0,4.8519,2.454,0.0,0.3032,2.0408,4.0,1.213,5.6338,24.0,7.2778,2.1448
Buitengebied Prinsenbeek,2022,2,0.0,7.5811,3.5112,0.0,1.213,8.3333,2.0,0.6065,3.3898,46.0,13.9492,3.7429
Buitengebied Prinsenbeek,2022,3,2.0,2.7292,1.264,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.5487,1.2205
Buitengebied Prinsenbeek,2022,4,0.0,4.8519,2.2472,0.0,0.3032,2.0833,1.0,0.3032,1.6949,28.0,8.4908,2.2783
Buitengebied Prinsenbeek,2022,5,0.0,3.3357,1.5449,0.0,0.0,0.0,1.0,0.3032,1.6949,21.0,6.3681,1.7087
Buitengebied Prinsenbeek,2022,6,0.0,9.4006,4.3539,0.0,0.3032,2.0833,5.0,1.5162,8.4746,40.0,12.1297,3.2547
Buitengebied Prinsenbeek,2022,7,2.0,6.3681,2.9494,0.0,0.9097,6.25,2.0,0.6065,3.3898,40.0,12.1297,3.2547
Buitengebied Prinsenbeek,2022,8,0.0,0.6065,0.2809,0.0,0.3032,2.0833,1.0,0.3032,1.6949,4.0,1.213,0.3255
Buitengebied Prinsenbeek,2022,9,0.0,1.8195,0.8427,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0324,0.8137
Buitengebied Prinsenbeek,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0814
Buitengebied Prinsenbeek,2022,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2022,12,0.0,36.9957,17.1348,0.0,1.5162,10.4167,3.0,0.9097,5.0847,171.0,51.8547,13.9138
Buitengebied Teteringen,2012,1,0.0,3.3357,1.5449,0.0,0.9097,6.25,4.0,1.213,6.7797,26.0,7.8843,2.1155
Buitengebied Teteringen,2012,2,4.0,0.6065,0.2809,0.0,0.0,0.0,1.0,0.3032,1.6949,9.0,2.7292,0.7323
Buitengebied Teteringen,2012,3,0.0,1.8195,0.8427,0.0,0.6065,4.1667,1.0,0.3032,1.6949,19.0,5.7616,1.546
Buitengebied Teteringen,2012,4,0.0,1.213,0.5618,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8195,0.4882
Buitengebied Teteringen,2012,5,2.0,4.2454,1.9663,0.0,0.3032,2.0833,0.0,0.0,0.0,21.0,6.3681,1.7087
Buitengebied Teteringen,2012,6,0.0,1.5162,0.7022,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.2454,1.1391
Buitengebied Teteringen,2012,7,2.0,2.1227,0.9831,0.0,0.0,0.0,1.0,0.3032,1.6949,13.0,3.9422,1.0578
Buitengebied Teteringen,2012,8,0.0,6.9746,3.2303,0.0,0.0,0.0,1.0,0.3032,1.6949,37.0,11.22,3.0106
Buitengebied Teteringen,2012,9,2.0,1.5162,0.7022,1.0,0.3032,2.0833,0.0,0.0,0.0,8.0,2.4259,0.6509
Buitengebied Teteringen,2012,10,4.0,0.9097,0.4213,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.213,0.3255
Buitengebied Teteringen,2012,11,1.0,1.5162,0.7022,0.0,0.3032,2.0833,0.0,0.0,0.0,17.0,5.1551,1.3832
Buitengebied Teteringen,2012,12,2.0,3.0324,1.4045,0.0,0.3032,2.0833,0.0,0.0,0.0,20.0,6.0649,1.6273
Buitengebied Teteringen,2013,1,0.0,4.2454,1.9663,1.0,0.6065,4.1667,1.0,0.3032,1.6949,18.0,5.4584,1.4646
Buitengebied Teteringen,2013,2,0.0,1.5162,0.7022,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.3357,0.895
Buitengebied Teteringen,2013,3,6.0,7.2778,3.3708,0.0,0.3032,2.0833,5.0,1.5162,8.4746,41.0,12.433,3.336
Buitengebied Teteringen,2013,4,5.0,0.3032,0.1404,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0814
Buitengebied Teteringen,2013,5,2.0,3.9422,1.8258,0.0,0.9097,6.25,1.0,0.3032,1.6949,26.0,7.8843,2.1155
Buitengebied Teteringen,2013,6,1.0,1.8195,0.8427,0.0,0.0,0.0,2.0,0.6065,3.3898,16.0,4.8519,1.3019
Buitengebied Teteringen,2013,7,1.0,0.3032,0.1404,0.0,0.0,0.0,1.0,0.3032,1.6949,1.0,0.3032,0.0814
Buitengebied Teteringen,2013,8,0.0,6.3681,2.9494,0.0,0.3032,2.0833,5.0,1.5162,8.4746,30.0,9.0973,2.441
Buitengebied Teteringen,2013,9,0.0,0.3032,0.1404,0.0,0.3032,2.0833,1.0,0.3032,1.6949,6.0,1.8195,0.4882
Buitengebied Teteringen,2013,10,0.0,0.6065,0.2809,0.0,0.0,0.0,1.0,0.3032,1.6949,9.0,2.7292,0.7323
Buitengebied Teteringen,2013,11,0.0,0.3032,0.1404,0.0,0.0,0.0,1.0,0.3032,1.6949,1.0,0.3032,0.0814
Buitengebied Teteringen,2013,12,0.0,3.0324,1.4045,0.0,1.213,8.3333,0.0,0.0,0.0,24.0,7.2778,1.9528
Buitengebied Teteringen,2014,1,0.0,2.1227,0.9831,0.0,0.3032,2.0833,0.0,0.0,0.0,8.0,2.4259,0.6509
Buitengebied Teteringen,2014,2,0.0,1.213,0.5618,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.4259,0.6509
Buitengebied Teteringen,2014,3,1.0,1.5162,0.7022,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.7292,0.7323
Buitengebied Teteringen,2014,4,0.0,6.3681,2.9494,0.0,0.0,0.0,4.0,1.213,6.7797,32.0,9.7038,2.6037
Buitengebied Teteringen,2014,5,0.0,7.5811,3.5112,0.0,0.0,0.0,4.0,1.213,6.7797,54.0,16.3752,4.3938
Buitengebied Teteringen,2014,6,0.0,5.7616,2.6685,0.0,0.0,0.0,2.0,0.6065,3.3898,26.0,7.8843,2.1155
Buitengebied Teteringen,2014,7,1.0,6.9746,3.2303,0.0,0.0,0.0,2.0,0.6065,3.3898,42.0,12.7362,3.4174
Buitengebied Teteringen,2014,8,2.0,4.8519,2.2472,0.0,0.0,0.0,1.0,0.3032,1.6949,33.0,10.007,2.6851
Buitengebied Teteringen,2014,9,1.0,10.9168,5.0562,0.0,0.6065,4.1667,1.0,0.3032,1.6949,47.0,14.2525,3.8242
Buitengebied Teteringen,2014,10,2.0,2.4259,1.1236,0.0,0.3032,2.0833,2.0,0.6065,3.3898,14.0,4.2454,1.1391
Buitengebied Teteringen,2014,11,2.0,3.0324,1.4045,0.0,0.0,0.0,0.0,0.0,0.0,43.0,13.0395,3.4988
Buitengebied Teteringen,2014,12,2.0,9.7038,4.4944,0.0,1.8195,12.5,1.0,0.3032,1.6949,59.0,17.8914,4.8007
Buitengebied Teteringen,2015,1,0.0,3.3357,1.5449,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.2454,1.1391
Buitengebied Teteringen,2015,2,0.0,3.6389,1.6854,0.0,0.3032,2.0833,1.0,0.3032,1.6949,24.0,7.2778,1.9528
Buitengebied Teteringen,2015,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,4,0.0,0.3032,0.1404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0814
Buitengebied Teteringen,2015,5,1.0,4.8519,2.2472,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.1551,1.3832
Buitengebied Teteringen,2015,6,2.0,0.6065,0.2809,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.7292,0.7323
Buitengebied Teteringen,2015,7,0.0,3.0324,1.4045,0.0,0.3032,2.0833,0.0,0.0,0.0,16.0,4.8519,1.3019
Buitengebied Teteringen,2015,8,2.0,5.1551,2.3876,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.7616,1.546
Buitengebied Teteringen,2015,9,4.0,7.5811,3.4106,0.0,0.3032,1.6949,2.0,0.6065,3.2787,49.0,14.8589,3.7779
Buitengebied Teteringen,2015,10,1.0,1.5162,0.6821,0.0,0.3032,1.6949,0.0,0.0,0.0,10.0,3.0324,0.771
Buitengebied Teteringen,2015,11,0.0,6.6714,3.0014,0.0,1.5162,8.4746,2.0,0.6065,3.2787,35.0,10.6135,2.6985
Buitengebied Teteringen,2015,12,2.0,2.7292,1.2278,0.0,0.3032,1.6949,0.0,0.0,0.0,14.0,4.2454,1.0794
Buitengebied Teteringen,2016,1,2.0,11.5233,5.1842,0.0,0.3032,1.6949,10.0,3.0324,16.3934,48.0,14.5557,3.7008
Buitengebied Teteringen,2016,2,0.0,11.8265,5.3206,0.0,0.6065,3.3898,1.0,0.3032,1.6393,61.0,18.4979,4.7032
Buitengebied Teteringen,2016,3,1.0,0.6065,0.2729,0.0,0.0,0.0,2.0,0.6065,3.2787,2.0,0.6065,0.1542
Buitengebied Teteringen,2016,4,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5162,0.3855
Buitengebied Teteringen,2016,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0771
Buitengebied Teteringen,2016,6,1.0,0.3032,0.1364,0.0,0.0,0.0,1.0,0.3032,1.6393,3.0,0.9097,0.2313
Buitengebied Teteringen,2016,7,0.0,31.5373,14.1883,0.0,0.9097,5.0847,3.0,0.9097,4.918,163.0,49.4287,12.5675
Buitengebied Teteringen,2016,8,0.0,5.7616,2.5921,0.0,2.7292,15.2542,5.0,1.5162,8.1967,34.0,10.3103,2.6214
Buitengebied Teteringen,2016,9,1.0,1.5162,0.6821,0.0,0.0,0.0,1.0,0.3032,1.6393,8.0,2.4259,0.6168
Buitengebied Teteringen,2016,10,0.0,2.4259,1.0914,0.0,0.0,0.0,2.0,0.6065,3.2787,19.0,5.7616,1.4649
Buitengebied Teteringen,2016,11,1.0,3.9422,1.7735,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.2454,1.0794
Buitengebied Teteringen,2016,12,1.0,2.7292,1.2278,0.0,0.3032,1.6949,0.0,0.0,0.0,12.0,3.6389,0.9252
Buitengebied Teteringen,2017,1,0.0,1.5162,0.6821,1.0,0.3032,1.6949,0.0,0.0,0.0,7.0,2.1227,0.5397
Buitengebied Teteringen,2017,2,0.0,1.213,0.5457,0.0,0.0,0.0,1.0,0.3032,1.6393,9.0,2.7292,0.6939
Buitengebied Teteringen,2017,3,0.0,5.4584,2.4557,0.0,0.0,0.0,4.0,1.213,6.5574,29.0,8.7941,2.2359
Buitengebied Teteringen,2017,4,0.0,2.1227,0.955,0.0,0.3032,1.6949,0.0,0.0,0.0,16.0,4.8519,1.2336
Buitengebied Teteringen,2017,5,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0771
Buitengebied Teteringen,2017,6,0.0,1.5162,0.6821,0.0,0.3032,1.6949,0.0,0.0,0.0,17.0,5.1551,1.3107
Buitengebied Teteringen,2017,7,2.0,5.4584,2.4557,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.5811,1.9275
Buitengebied Teteringen,2017,8,0.0,3.0324,1.3643,0.0,0.3032,1.6949,0.0,0.0,0.0,17.0,5.1551,1.3107
Buitengebied Teteringen,2017,9,0.0,2.7292,1.2278,0.0,0.6065,3.3898,0.0,0.0,0.0,16.0,4.8519,1.2336
Buitengebied Teteringen,2017,10,3.0,4.5487,2.0464,0.0,0.9097,5.0847,2.0,0.6065,3.2787,34.0,10.3103,2.6214
Buitengebied Teteringen,2017,11,0.0,0.3032,0.1364,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5162,0.3855
Buitengebied Teteringen,2017,12,0.0,2.1227,0.955,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.8519,1.2336
Buitengebied Teteringen,2018,1,0.0,1.5162,0.6821,0.0,0.3032,1.6949,0.0,0.0,0.0,9.0,2.7292,0.6939
Buitengebied Teteringen,2018,2,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2313
Buitengebied Teteringen,2018,3,0.0,6.3681,2.8649,0.0,0.3032,1.6949,5.0,1.5162,8.1967,35.0,10.6135,2.6985
Buitengebied Teteringen,2018,4,1.0,1.5162,0.6821,0.0,0.0,0.0,2.0,0.6065,3.2787,9.0,2.7292,0.6939
Buitengebied Teteringen,2018,5,0.0,1.213,0.5457,1.0,0.6065,3.3898,0.0,0.0,0.0,9.0,2.7292,0.6939
Buitengebied Teteringen,2018,6,1.0,0.9097,0.4093,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1227,0.5397
Buitengebied Teteringen,2018,7,1.0,2.4259,1.0914,0.0,0.0,0.0,1.0,0.3032,1.6393,14.0,4.2454,1.0794
Buitengebied Teteringen,2018,8,1.0,1.8195,0.8186,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1227,0.5397
Buitengebied Teteringen,2018,9,2.0,3.9422,1.7735,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.9422,1.0023
Buitengebied Teteringen,2018,10,1.0,2.4259,1.0914,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,0.9252
Buitengebied Teteringen,2018,11,1.0,5.7616,2.5921,0.0,0.6065,3.3898,2.0,0.6065,3.2787,36.0,10.9168,2.7756
Buitengebied Teteringen,2018,12,1.0,8.1876,3.6835,0.0,0.0,0.0,1.0,0.3032,1.6393,81.0,24.5627,6.2452
Buitengebied Teteringen,2019,1,0.0,4.2454,1.91,0.0,0.0,0.0,1.0,0.3032,1.6393,22.0,6.6714,1.6962
Buitengebied Teteringen,2019,2,0.0,4.5487,2.0464,0.0,0.6065,3.3898,0.0,0.0,0.0,22.0,6.6714,1.6962
Buitengebied Teteringen,2019,3,0.0,6.6714,3.0014,0.0,0.9097,5.0847,1.0,0.3032,1.6393,44.0,13.3427,3.3924
Buitengebied Teteringen,2019,4,1.0,10.007,4.502,0.0,0.9097,5.0847,4.0,1.213,6.5574,46.0,13.9492,3.5466
Buitengebied Teteringen,2019,5,1.0,1.8195,0.8186,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,0.9252
Buitengebied Teteringen,2019,6,0.0,1.8195,0.8186,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.2778,1.8504
Buitengebied Teteringen,2019,7,0.0,11.5233,5.1842,0.0,1.5162,8.4746,3.0,0.9097,4.918,70.0,21.2271,5.3971
Buitengebied Teteringen,2019,8,0.0,6.9746,3.1378,0.0,0.0,0.0,2.0,0.6065,3.2787,51.0,15.4654,3.9322
Buitengebied Teteringen,2019,9,0.0,3.3357,1.5007,0.0,0.6065,3.3898,0.0,0.0,0.0,23.0,6.9746,1.7733
Buitengebied Teteringen,2019,10,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2313
Buitengebied Teteringen,2019,11,0.0,0.3032,0.1364,0.0,0.3032,1.6949,0.0,0.0,0.0,2.0,0.6065,0.1542
Buitengebied Teteringen,2019,12,0.0,2.1227,0.955,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0324,0.771
Buitengebied Teteringen,2020,1,0.0,1.8195,0.8186,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.7292,0.6939
Buitengebied Teteringen,2020,2,1.0,4.5487,2.0464,0.0,0.6065,3.3898,3.0,0.9097,4.918,24.0,7.2778,1.8504
Buitengebied Teteringen,2020,3,0.0,4.5487,2.0464,0.0,0.6065,3.3898,0.0,0.0,0.0,30.0,9.0973,2.313
Buitengebied Teteringen,2020,4,0.0,11.8265,5.2349,0.0,0.0,0.0,0.0,0.0,0.0,57.0,17.2849,4.3215
Buitengebied Teteringen,2020,5,0.0,2.7292,1.2081,0.0,0.3032,1.5873,2.0,0.6065,4.0816,14.0,4.2454,1.0614
Buitengebied Teteringen,2020,6,0.0,6.3681,2.8188,0.0,0.0,0.0,1.0,0.3032,2.0408,33.0,10.007,2.5019
Buitengebied Teteringen,2020,7,0.0,1.8195,0.8054,0.0,0.6065,3.1746,0.0,0.0,0.0,17.0,5.1551,1.2889
Buitengebied Teteringen,2020,8,0.0,10.6135,4.698,0.0,0.0,0.0,5.0,1.5162,10.2041,42.0,12.7362,3.1842
Buitengebied Teteringen,2020,9,0.0,6.0649,2.6846,0.0,0.9097,4.7619,1.0,0.3032,2.0408,42.0,12.7362,3.1842
Buitengebied Teteringen,2020,10,0.0,0.6065,0.2685,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1516
Buitengebied Teteringen,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.7292,0.6823
Buitengebied Teteringen,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2021,1,1.0,0.3032,0.1342,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.213,0.3033
Buitengebied Teteringen,2021,2,0.0,29.1114,12.8859,0.0,2.7292,14.2857,4.0,1.213,8.1633,148.0,44.8801,11.2206
Buitengebied Teteringen,2021,3,1.0,5.4584,2.4161,0.0,0.6065,3.1746,2.0,0.6065,4.0816,35.0,10.6135,2.6535
Buitengebied Teteringen,2021,4,1.0,0.3032,0.1342,0.0,0.0,0.0,1.0,0.3032,2.0408,5.0,1.5162,0.3791
Buitengebied Teteringen,2021,5,0.0,1.8195,0.8054,0.0,0.0,0.0,1.0,0.3032,2.0408,18.0,5.4584,1.3647
Buitengebied Teteringen,2021,6,0.0,3.6389,1.6107,0.0,0.6065,3.1746,0.0,0.0,0.0,20.0,6.0649,1.5163
Buitengebied Teteringen,2021,7,1.0,1.8195,0.8054,0.0,0.3032,1.5873,0.0,0.0,0.0,11.0,3.3357,0.834
Buitengebied Teteringen,2021,8,0.0,2.1227,0.9396,0.0,0.0,0.0,1.0,0.3032,2.0408,12.0,3.6389,0.9098
Buitengebied Teteringen,2021,9,0.0,2.4259,1.0738,0.0,0.3032,1.5873,1.0,0.3032,2.0408,16.0,4.8519,1.213
Buitengebied Teteringen,2021,10,0.0,4.8519,2.1477,0.0,0.3032,1.5873,2.0,0.6065,4.0816,29.0,8.7941,2.1986
Buitengebied Teteringen,2021,11,0.0,2.1227,0.9396,0.0,0.3032,1.5873,0.0,0.0,0.0,11.0,3.3357,0.834
Buitengebied Teteringen,2021,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2022,1,1.0,3.3357,1.4765,0.0,0.0,0.0,1.0,0.3032,2.0408,19.0,5.7616,1.4405
Buitengebied Teteringen,2022,2,0.0,4.5487,2.0134,0.0,0.0,0.0,1.0,0.3032,2.0408,26.0,7.8843,1.9712
Buitengebied Teteringen,2022,3,0.0,3.6389,1.6107,0.0,0.0,0.0,1.0,0.3032,2.0408,20.0,6.0649,1.5163
Buitengebied Teteringen,2022,4,0.0,2.7292,1.2081,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,0.9098
Buitengebied Teteringen,2022,5,0.0,9.4006,4.1611,0.0,0.6065,3.1746,4.0,1.213,8.1633,55.0,16.6784,4.1698
Buitengebied Teteringen,2022,6,2.0,0.3032,0.1342,0.0,0.0,0.0,1.0,0.3032,2.0408,3.0,0.9097,0.2274
Buitengebied Teteringen,2022,7,0.0,1.5162,0.6711,0.0,0.0,0.0,1.0,0.3032,2.0408,12.0,3.6389,0.9098
Buitengebied Teteringen,2022,8,1.0,3.9422,1.745,1.0,0.0,0.0,0.0,0.0,0.0,21.0,6.3681,1.5921
Buitengebied Teteringen,2022,9,1.0,0.9097,0.4027,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5162,0.3791
Buitengebied Teteringen,2022,10,1.0,6.6714,2.953,0.0,0.0,0.0,1.0,0.3032,2.0408,29.0,8.7941,2.1986
Buitengebied Teteringen,2022,11,1.0,1.8195,0.8054,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0324,0.7582
Buitengebied Teteringen,2022,12,0.0,1.5162,0.6711,0.0,0.0,0.0,1.0,0.3032,2.0408,8.0,2.4259,0.6065
Buitengebied Ulvenhout,2012,1,1.0,0.6065,0.2685,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8195,0.4549
Buitengebied Ulvenhout,2012,2,1.0,1.8195,0.8054,0.0,0.3032,1.5873,1.0,0.3032,2.0408,11.0,3.3357,0.834
Buitengebied Ulvenhout,2012,3,0.0,0.6065,0.2685,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2274
Buitengebied Ulvenhout,2012,4,1.0,3.0324,1.3423,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.5487,1.1372
Buitengebied Ulvenhout,2012,5,2.0,2.4259,1.0738,0.0,0.6065,3.1746,0.0,0.0,0.0,11.0,3.3357,0.834
Buitengebied Ulvenhout,2012,6,0.0,9.4006,4.1611,0.0,0.9097,4.7619,2.0,0.6065,4.0816,41.0,12.433,3.1084
Buitengebied Ulvenhout,2012,7,1.0,4.2454,1.8792,1.0,0.3032,1.5873,2.0,0.6065,4.0816,69.0,20.9238,5.2312
Buitengebied Ulvenhout,2012,8,0.0,4.5487,2.0134,0.0,0.3032,1.5873,0.0,0.0,0.0,22.0,6.6714,1.6679
Buitengebied Ulvenhout,2012,9,2.0,5.7616,2.5503,0.0,2.1227,11.1111,1.0,0.3032,2.0408,47.0,14.2525,3.5633
Buitengebied Ulvenhout,2012,10,0.0,4.8519,2.1477,0.0,0.6065,3.1746,1.0,0.3032,2.0408,37.0,11.22,2.8052
Buitengebied Ulvenhout,2012,11,4.0,13.0395,5.7718,0.0,0.6065,3.1746,1.0,0.3032,2.0408,57.0,17.2849,4.3215
Buitengebied Ulvenhout,2012,12,1.0,3.9422,1.745,0.0,0.3032,1.5873,1.0,0.3032,2.0408,18.0,5.4584,1.3647
