NeighbourhoodCode,Year,Month,PropertyCrimesCount,PropertyCrimesPerThousandInhabitants,PropertyCrimesPercentInCity,ViolentCrimesCount,ViolentCrimesPerThousandInhabitants,ViolentCrimesPercentInCity,BurglariesCount,BurglaryCrimesPerThousandInhabitants,BurglaryCrimesPercentInCity,AllCrimeCount,AllCrimesPerThousandInhabitants,AllCrimesPercentInCity
Bavel,2012,1,30.0,9.0973,3.881,4.0,1.213,7.8431,5.0,1.5162,6.6667,55.0,16.6784,3.8274
Bavel,2012,2,27.0,5.1551,2.1992,0.0,0.0,0.0,2.0,0.6065,2.6667,26.0,7.8843,1.8093
Bavel,2012,3,35.0,4.8519,2.0699,5.0,0.0,0.0,2.0,0.6065,2.6667,38.0,11.5233,2.6444
Bavel,2012,4,25.0,3.3357,1.423,2.0,0.0,0.0,1.0,0.3032,1.3333,21.0,6.3681,1.4614
Bavel,2012,5,16.0,10.3103,4.3984,1.0,0.6065,3.9216,5.0,1.5162,6.6667,55.0,16.6784,3.8274
Bavel,2012,6,25.0,13.0395,5.5627,2.0,1.213,7.8431,2.0,0.6065,2.6667,64.0,19.4076,4.4537
Bavel,2012,7,16.0,1.8195,0.7762,1.0,0.0,0.0,1.0,0.3032,1.3333,9.0,2.7292,0.6263
Bavel,2012,8,24.0,0.3032,0.1294,1.0,0.3032,1.9608,0.0,0.0,0.0,3.0,0.9097,0.2088
Bavel,2012,9,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavel,2012,10,58.0,0.3032,0.1294,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2088
Bavel,2012,11,27.0,34.5698,14.7477,1.0,2.1227,13.7255,5.0,1.5162,6.6667,178.0,53.9774,12.3869
Bavel,2012,12,19.0,6.3681,2.7167,2.0,0.0,0.0,3.0,0.9097,4.0,36.0,10.9168,2.5052
Bavel,2013,1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8195,0.4175
Bavel,2013,2,39.0,3.3357,1.423,3.0,0.3032,1.9608,5.0,1.5162,6.6667,27.0,8.1876,1.8789
Bavel,2013,3,14.0,3.9422,1.6818,3.0,0.3032,1.9608,0.0,0.0,0.0,23.0,6.9746,1.6006
Bavel,2013,4,8.0,3.9422,1.6818,0.0,0.0,0.0,5.0,1.5162,6.6667,28.0,8.4908,1.9485
Bavel,2013,5,17.0,2.4259,1.0349,2.0,0.3032,1.9608,0.0,0.0,0.0,14.0,4.2454,0.9743
Bavel,2013,6,30.0,0.0,0.0,0.0,0.3032,1.9608,0.0,0.0,0.0,8.0,2.4259,0.5567
Bavel,2013,7,8.0,6.3681,2.7167,0.0,0.0,0.0,3.0,0.9097,4.0,35.0,10.6135,2.4356
Bavel,2013,8,25.0,2.7292,1.1643,4.0,0.0,0.0,0.0,0.0,0.0,11.0,3.3357,0.7655
Bavel,2013,9,25.0,0.3032,0.1294,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1392
Bavel,2013,10,39.0,2.4259,1.0349,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.4584,1.2526
Bavel,2013,11,35.0,2.7292,1.1643,1.0,0.6065,3.9216,0.0,0.0,0.0,18.0,5.4584,1.2526
Bavel,2013,12,28.0,5.4584,2.3286,1.0,0.0,0.0,0.0,0.0,0.0,35.0,10.6135,2.4356
Bavel,2014,1,31.0,4.2454,1.8111,1.0,0.0,0.0,2.0,0.6065,2.6667,22.0,6.6714,1.531
Bavel,2014,2,11.0,9.7038,4.1397,1.0,1.213,7.8431,5.0,1.5162,6.6667,63.0,19.1043,4.3841
Bavel,2014,3,20.0,0.3032,0.1294,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0696
Bavel,2014,4,29.0,1.8195,0.7762,2.0,0.0,0.0,3.0,0.9097,4.0,11.0,3.3357,0.7655
Bavel,2014,5,12.0,2.1227,0.9056,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.6714,1.531
Bavel,2014,6,15.0,0.6065,0.2587,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8195,0.4175
Bavel,2014,7,28.0,7.5811,3.2342,3.0,0.3032,1.9608,3.0,0.9097,4.0,34.0,10.3103,2.366
Bavel,2014,8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2088
Bavel,2014,9,17.0,0.6065,0.2587,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2088
Bavel,2014,10,19.0,1.213,0.5175,1.0,0.0,0.0,1.0,0.3032,1.3333,8.0,2.4259,0.5567
Bavel,2014,11,25.0,2.7292,1.1643,0.0,0.3032,1.9608,0.0,0.0,0.0,16.0,4.8519,1.1134
Bavel,2014,12,10.0,0.9097,0.3881,0.0,0.6065,3.9216,0.0,0.0,0.0,6.0,1.8195,0.4175
Bavel,2015,1,21.0,3.0324,1.2937,2.0,0.0,0.0,0.0,0.0,0.0,13.0,3.9422,0.9047
Bavel,2015,2,29.0,0.9097,0.3881,4.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,0.8351
Bavel,2015,3,17.0,9.7038,4.1397,1.0,0.6065,3.9216,3.0,0.9097,4.0,54.0,16.3752,3.7578
Bavel,2015,4,12.0,4.8519,2.0699,1.0,0.3032,1.9608,1.0,0.3032,1.3333,51.0,15.4654,3.5491
Bavel,2015,5,13.0,2.1227,0.9056,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,0.8351
Bavel,2015,6,17.0,8.7941,3.7516,1.0,0.3032,1.9608,2.0,0.6065,2.6667,52.0,15.7687,3.6186
Bavel,2015,7,21.0,3.0324,1.2937,0.0,0.0,0.0,1.0,0.3032,1.3333,29.0,8.7941,2.0181
Bavel,2015,8,19.0,8.1876,3.4929,0.0,0.0,0.0,1.0,0.3032,1.3333,38.0,11.5233,2.6444
Bavel,2015,9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1392
Bavel,2015,10,24.0,5.1551,2.1992,2.0,0.0,0.0,1.0,0.3032,1.3333,37.0,11.22,2.5748
Bavel,2015,11,20.0,7.8843,3.3635,0.0,1.5162,9.8039,1.0,0.3032,1.3333,61.0,18.4979,4.245
Bavel,2015,12,13.0,3.9422,1.6818,0.0,0.6065,3.9216,2.0,0.6065,2.6667,37.0,11.22,2.5748
Bavel,2016,1,17.0,5.1551,2.1992,0.0,1.213,7.8431,2.0,0.6065,2.6667,33.0,10.007,2.2965
Bavel,2016,2,12.0,0.3032,0.1294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0696
Bavel,2016,3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0696
Bavel,2016,4,14.0,2.7292,1.1643,1.0,0.0,0.0,0.0,0.0,0.0,19.0,5.7616,1.3222
Bavel,2016,5,15.0,1.5162,0.6468,2.0,0.0,0.0,1.0,0.3032,1.3333,14.0,4.2454,0.9743
Bavel,2016,6,15.0,5.4584,2.3286,3.0,0.6065,3.9216,3.0,0.9097,4.0,24.0,7.2778,1.6701
Bavel,2016,7,15.0,6.9746,2.9754,1.0,0.6065,3.9216,4.0,1.213,5.3333,39.0,11.8265,2.714
Bavel,2016,8,11.0,8.1876,3.321,2.0,0.0,0.0,1.0,0.3032,1.4085,49.0,14.8589,3.5405
Bavel,2016,9,27.0,4.2454,1.722,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.4584,1.3006
Bavel,2016,10,33.0,7.2778,2.952,1.0,0.0,0.0,2.0,0.6065,2.8169,39.0,11.8265,2.8179
Bavel,2016,11,7.0,1.8195,0.738,5.0,0.0,0.0,0.0,0.0,0.0,14.0,4.2454,1.0116
Bavel,2016,12,16.0,7.2778,2.952,2.0,0.6065,3.1746,5.0,1.5162,7.0423,40.0,12.1297,2.8902
Bavel,2017,1,11.0,11.8265,4.797,0.0,0.6065,3.1746,6.0,1.8195,8.4507,51.0,15.4654,3.685
Bavel,2017,2,8.0,0.6065,0.246,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.213,0.289
Bavel,2017,3,13.0,0.3032,0.123,0.0,0.6065,3.1746,0.0,0.0,0.0,4.0,1.213,0.289
Bavel,2017,4,15.0,1.213,0.492,0.0,0.0,0.0,1.0,0.3032,1.4085,4.0,1.213,0.289
Bavel,2017,5,5.0,0.3032,0.123,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1445
Bavel,2017,6,9.0,44.8801,18.2042,0.0,4.5487,23.8095,5.0,1.5162,7.0423,238.0,72.172,17.1965
Bavel,2017,7,9.0,7.2778,2.952,0.0,0.9097,4.7619,3.0,0.9097,4.2254,35.0,10.6135,2.5289
Bavel,2017,8,4.0,0.3032,0.123,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5162,0.3613
Bavel,2017,9,15.0,1.8195,0.738,1.0,0.3032,1.5873,0.0,0.0,0.0,18.0,5.4584,1.3006
Bavel,2017,10,26.0,3.0324,1.23,0.0,0.0,0.0,1.0,0.3032,1.4085,14.0,4.2454,1.0116
Bavel,2017,11,15.0,2.7292,1.107,0.0,0.3032,1.5873,1.0,0.3032,1.4085,19.0,5.7616,1.3728
Bavel,2017,12,3.0,0.9097,0.369,2.0,0.0,0.0,2.0,0.6065,2.8169,7.0,2.1227,0.5058
Bavel,2018,1,17.0,2.4259,0.984,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0324,0.7225
Bavel,2018,2,17.0,4.8519,1.968,0.0,0.0,0.0,2.0,0.6065,2.8169,21.0,6.3681,1.5173
Bavel,2018,3,5.0,0.9097,0.369,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8195,0.4335
Bavel,2018,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0723
Bavel,2018,5,23.0,1.213,0.492,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.4584,1.3006
Bavel,2018,6,6.0,5.1551,2.091,0.0,0.0,0.0,2.0,0.6065,2.8169,24.0,7.2778,1.7341
Bavel,2018,7,11.0,2.1227,0.861,1.0,0.3032,1.5873,0.0,0.0,0.0,16.0,4.8519,1.1561
Bavel,2018,8,6.0,3.9422,1.599,0.0,0.0,0.0,1.0,0.3032,1.4085,19.0,5.7616,1.3728
Bavel,2018,9,8.0,9.0973,3.69,1.0,0.6065,3.1746,3.0,0.9097,4.2254,46.0,13.9492,3.3237
Bavel,2018,10,8.0,0.9097,0.369,1.0,0.0,0.0,1.0,0.3032,1.4085,4.0,1.213,0.289
Bavel,2018,11,21.0,1.8195,0.738,1.0,0.3032,1.5873,1.0,0.3032,1.4085,17.0,5.1551,1.2283
Bavel,2018,12,8.0,2.1227,0.861,0.0,0.0,0.0,2.0,0.6065,2.8169,14.0,4.2454,1.0116
Bavel,2019,1,3.0,2.4259,0.984,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.3357,0.7948
Bavel,2019,2,3.0,7.2778,2.952,0.0,0.3032,1.5873,5.0,1.5162,7.0423,32.0,9.7038,2.3121
Bavel,2019,3,14.0,0.6065,0.246,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2168
Bavel,2019,4,10.0,1.5162,0.615,0.0,0.0,0.0,1.0,0.3032,1.4085,7.0,2.1227,0.5058
Bavel,2019,5,8.0,1.213,0.492,0.0,0.0,0.0,1.0,0.3032,1.4085,4.0,1.213,0.289
Bavel,2019,6,7.0,2.7292,1.107,0.0,0.6065,3.1746,3.0,0.9097,4.2254,15.0,4.5487,1.0838
Bavel,2019,7,4.0,3.0324,1.23,1.0,0.0,0.0,1.0,0.3032,1.4085,13.0,3.9422,0.9393
Bavel,2019,8,10.0,0.6065,0.246,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1445
Bavel,2019,9,5.0,2.7292,1.107,0.0,0.3032,1.5873,0.0,0.0,0.0,12.0,3.6389,0.8671
Bavel,2019,10,18.0,10.3103,4.182,0.0,0.6065,3.1746,6.0,1.8195,8.4507,47.0,14.2525,3.396
Bavel,2019,11,7.0,13.3427,5.4121,0.0,1.8195,9.5238,7.0,2.1227,9.8592,122.0,36.9957,8.815
Bavel,2019,12,6.0,1.8195,0.738,0.0,0.3032,1.5873,0.0,0.0,0.0,14.0,4.2454,1.0116
Bavel,2020,1,4.0,8.1876,3.321,0.0,1.213,6.3492,1.0,0.3032,1.4085,47.0,14.2525,3.396
Bavel,2020,2,11.0,3.9422,1.599,2.0,0.6065,3.1746,0.0,0.0,0.0,20.0,6.0649,1.4451
Bavel,2020,3,2.0,6.3681,2.583,0.0,2.1227,11.1111,0.0,0.0,0.0,40.0,12.1297,2.8902
Bavel,2020,4,0.0,1.5162,0.615,1.0,0.3032,1.5873,0.0,0.0,0.0,9.0,2.7292,0.6503
Bavel,2020,5,5.0,14.2525,5.7811,1.0,0.0,0.0,1.0,0.3032,1.4085,75.0,22.7433,5.4191
Bavel,2020,6,2.0,8.1876,3.321,0.0,0.9097,4.7619,2.0,0.6065,2.8169,60.0,18.1946,4.3353
Bavel,2020,7,9.0,2.1227,0.861,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.8519,1.1561
Bavel,2020,8,3.0,3.0324,1.23,0.0,0.3032,1.5873,0.0,0.0,0.0,17.0,5.1551,1.2283
Bavel,2020,9,8.0,0.3032,0.123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0723
Bavel,2020,10,16.0,0.9097,0.369,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2168
Bavel,2020,11,19.0,1.5162,0.615,1.0,0.3032,1.5873,0.0,0.0,0.0,8.0,2.4259,0.578
Bavel,2020,12,12.0,3.0324,1.23,2.0,0.0,0.0,1.0,0.3032,1.4085,17.0,5.1551,1.2283
Bavel,2021,1,1.0,2.4259,0.984,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.3357,0.7948
Bavel,2021,2,8.0,4.5487,1.845,0.0,0.3032,1.5873,3.0,0.9097,4.2254,21.0,6.3681,1.5173
Bavel,2021,3,3.0,10.6135,4.6481,0.0,1.5162,7.0423,16.0,4.8519,17.5824,65.0,19.7108,4.5328
Bavel,2021,4,2.0,1.8195,0.7968,3.0,0.3032,1.4085,0.0,0.0,0.0,18.0,5.4584,1.2552
Bavel,2021,5,9.0,5.7616,2.5232,2.0,0.3032,1.4085,1.0,0.3032,1.0989,37.0,11.22,2.5802
Bavel,2021,6,16.0,2.4259,1.0624,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6389,0.8368
Bavel,2021,7,6.0,6.3681,2.7888,0.0,0.9097,4.2254,2.0,0.6065,2.1978,38.0,11.5233,2.6499
Bavel,2021,8,18.0,8.4908,3.7185,1.0,1.8195,8.4507,1.0,0.3032,1.0989,54.0,16.3752,3.7657
Bavel,2021,9,14.0,0.6065,0.2656,2.0,0.0,0.0,2.0,0.6065,2.1978,2.0,0.6065,0.1395
Bavel,2021,10,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0697
Bavel,2021,11,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavel,2021,12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2092
Bavel,2022,1,6.0,31.5373,13.8114,0.0,0.9097,4.2254,6.0,1.8195,6.5934,158.0,47.9125,11.0181
Bavel,2022,2,8.0,4.2454,1.8592,1.0,0.6065,2.8169,1.0,0.3032,1.0989,27.0,8.1876,1.8828
Bavel,2022,3,18.0,1.8195,0.7968,1.0,0.0,0.0,2.0,0.6065,2.1978,11.0,3.3357,0.7671
Bavel,2022,4,9.0,3.3357,1.4608,0.0,0.9097,4.2254,5.0,1.5162,5.4945,18.0,5.4584,1.2552
Bavel,2022,5,9.0,3.9422,1.7264,4.0,0.6065,2.8169,4.0,1.213,4.3956,26.0,7.8843,1.8131
Bavel,2022,6,4.0,2.7292,1.1952,1.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0649,1.3947
Bavel,2022,7,3.0,2.1227,0.9296,0.0,0.3032,1.4085,3.0,0.9097,3.2967,15.0,4.5487,1.046
Bavel,2022,8,3.0,0.9097,0.3984,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.3357,0.7671
Bavel,2022,9,14.0,3.3357,1.4608,0.0,0.0,0.0,1.0,0.3032,1.0989,18.0,5.4584,1.2552
Bavel,2022,10,12.0,3.0324,1.328,1.0,0.0,0.0,0.0,0.0,0.0,17.0,5.1551,1.1855
Bavel,2022,11,27.0,0.3032,0.1328,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2092
Bavel,2022,12,16.0,2.4259,1.0624,1.0,0.0,0.0,0.0,0.0,0.0,18.0,5.4584,1.2552
Belcrum,2012,1,17.0,5.1551,2.2576,0.0,0.3032,1.4085,2.0,0.6065,2.1978,25.0,7.5811,1.7434
Belcrum,2012,2,14.0,3.3357,1.4608,0.0,0.6065,2.8169,0.0,0.0,0.0,19.0,5.7616,1.325
Belcrum,2012,3,6.0,6.6714,2.9216,1.0,0.6065,2.8169,2.0,0.6065,2.1978,29.0,8.7941,2.0223
Belcrum,2012,4,9.0,9.0973,3.9841,2.0,1.213,5.6338,2.0,0.6065,2.1978,53.0,16.0719,3.696
Belcrum,2012,5,11.0,1.8195,0.7968,0.0,0.0,0.0,4.0,1.213,4.3956,7.0,2.1227,0.4881
Belcrum,2012,6,16.0,3.3357,1.4608,0.0,0.6065,2.8169,2.0,0.6065,2.1978,23.0,6.9746,1.6039
Belcrum,2012,7,21.0,2.7292,1.1952,2.0,0.0,0.0,2.0,0.6065,2.1978,16.0,4.8519,1.1158
Belcrum,2012,8,26.0,0.6065,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2092
Belcrum,2012,9,18.0,6.9746,3.0544,0.0,0.0,0.0,2.0,0.6065,2.1978,37.0,11.22,2.5802
Belcrum,2012,10,26.0,1.213,0.5312,1.0,0.0,0.0,1.0,0.3032,1.0989,10.0,3.0324,0.6974
Belcrum,2012,11,10.0,1.5162,0.664,2.0,0.3032,1.4085,0.0,0.0,0.0,12.0,3.6389,0.8368
Belcrum,2012,12,6.0,0.3032,0.1328,0.0,0.3032,1.4085,0.0,0.0,0.0,3.0,0.9097,0.2092
Belcrum,2013,1,14.0,2.1227,0.9296,1.0,0.3032,1.4085,1.0,0.3032,1.0989,16.0,4.8519,1.1158
Belcrum,2013,2,15.0,0.9097,0.3984,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2092
Belcrum,2013,3,20.0,1.8195,0.7968,3.0,0.3032,1.4085,0.0,0.0,0.0,10.0,3.0324,0.6974
Belcrum,2013,4,16.0,1.8195,0.7968,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.7292,0.6276
Belcrum,2013,5,10.0,10.6135,4.6481,0.0,0.6065,2.8169,2.0,0.6065,2.1978,71.0,21.5303,4.9512
Belcrum,2013,6,10.0,11.5233,5.0465,0.0,0.0,0.0,8.0,2.4259,8.7912,109.0,33.0536,7.6011
Belcrum,2013,7,9.0,4.2454,1.8592,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.9746,1.6039
Belcrum,2013,8,9.0,7.5811,3.3201,0.0,0.3032,1.4085,4.0,1.213,4.3956,36.0,10.9168,2.5105
Belcrum,2013,9,5.0,2.1227,0.9296,1.0,1.8195,8.4507,1.0,0.3032,1.0989,26.0,7.8843,1.8131
Belcrum,2013,10,9.0,9.4006,4.1169,1.0,1.5162,7.0423,3.0,0.9097,3.2967,41.0,12.433,2.8591
Belcrum,2013,11,9.0,2.4259,1.0624,0.0,0.0,0.0,1.0,0.3032,1.0989,13.0,3.9422,0.9066
Belcrum,2013,12,5.0,5.7616,2.5232,0.0,0.6065,2.8169,0.0,0.0,0.0,55.0,16.6784,3.8354
Belcrum,2014,1,19.0,7.8843,3.4529,3.0,2.1227,9.8592,2.0,0.6065,2.1978,65.0,19.7108,4.5328
Belcrum,2014,2,23.0,1.8195,0.7968,0.0,0.0,0.0,1.0,0.3032,1.0989,33.0,10.007,2.3013
Belcrum,2014,3,11.0,5.4584,2.3904,0.0,0.3032,1.4085,1.0,0.3032,1.0989,37.0,11.22,2.5802
Belcrum,2014,4,18.0,0.3032,0.1328,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0697
Belcrum,2014,5,13.0,0.3032,0.1328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0697
Belcrum,2014,6,15.0,1.5162,0.664,0.0,0.3032,1.4085,1.0,0.3032,1.0989,9.0,2.7292,0.6276
Belcrum,2014,7,7.0,1.8195,0.7968,0.0,0.0,0.0,2.0,0.6065,2.1978,12.0,3.6389,0.8368
Belcrum,2014,8,10.0,4.8519,2.1248,2.0,0.6065,2.8169,2.0,0.6065,2.1978,25.0,7.5811,1.7434
Belcrum,2014,9,15.0,5.4584,2.3904,0.0,0.6065,2.8169,1.0,0.3032,1.0989,30.0,9.0973,2.0921
Belcrum,2014,10,14.0,7.5811,3.3467,2.0,0.6065,3.3333,4.0,1.213,5.2632,61.0,18.4979,4.3822
Belcrum,2014,11,10.0,2.7292,1.2048,1.0,0.6065,3.3333,0.0,0.0,0.0,23.0,6.9746,1.6523
Belcrum,2014,12,19.0,8.4908,3.7483,3.0,1.213,6.6667,3.0,0.9097,3.9474,47.0,14.2525,3.3764
Belcrum,2015,1,17.0,2.4259,1.071,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.8519,1.1494
Belcrum,2015,2,18.0,6.6714,2.9451,2.0,0.0,0.0,3.0,0.9097,3.9474,31.0,9.4006,2.227
Belcrum,2015,3,14.0,8.4908,3.7483,1.0,0.6065,3.3333,5.0,1.5162,6.5789,47.0,14.2525,3.3764
Belcrum,2015,4,19.0,0.6065,0.2677,2.0,0.0,0.0,1.0,0.3032,1.3158,2.0,0.6065,0.1437
Belcrum,2015,5,11.0,0.3032,0.1339,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0718
Belcrum,2015,6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0718
Belcrum,2015,7,15.0,0.3032,0.1339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0718
Belcrum,2015,8,11.0,30.3244,13.3869,1.0,2.7292,15.0,3.0,0.9097,3.9474,184.0,55.7968,13.2184
Belcrum,2015,9,8.0,6.0649,2.6774,2.0,0.6065,3.3333,1.0,0.3032,1.3158,28.0,8.4908,2.0115
Belcrum,2015,10,24.0,1.213,0.5355,1.0,0.0,0.0,3.0,0.9097,3.9474,6.0,1.8195,0.431
Belcrum,2015,11,26.0,1.8195,0.8032,2.0,0.0,0.0,3.0,0.9097,3.9474,20.0,6.0649,1.4368
Belcrum,2015,12,11.0,1.5162,0.6693,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.2454,1.0057
Belcrum,2016,1,22.0,3.0324,1.3387,2.0,0.0,0.0,2.0,0.6065,2.6316,20.0,6.0649,1.4368
Belcrum,2016,2,17.0,0.6065,0.2677,1.0,0.3032,1.6667,0.0,0.0,0.0,8.0,2.4259,0.5747
Belcrum,2016,3,15.0,1.213,0.5355,3.0,0.0,0.0,2.0,0.6065,2.6316,10.0,3.0324,0.7184
Belcrum,2016,4,19.0,3.6389,1.6064,0.0,0.3032,1.6667,0.0,0.0,0.0,29.0,8.7941,2.0833
Belcrum,2016,5,10.0,3.9422,1.7403,1.0,1.5162,8.3333,1.0,0.3032,1.3158,26.0,7.8843,1.8678
Belcrum,2016,6,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belcrum,2016,7,14.0,1.5162,0.6693,5.0,0.0,0.0,0.0,0.0,0.0,26.0,7.8843,1.8678
Belcrum,2016,8,18.0,8.1876,3.6145,3.0,0.0,0.0,0.0,0.0,0.0,40.0,12.1297,2.8736
Belcrum,2016,9,20.0,1.213,0.5355,0.0,0.3032,1.6667,0.0,0.0,0.0,15.0,4.5487,1.0776
Belcrum,2016,10,17.0,2.7292,1.2048,3.0,0.3032,1.6667,1.0,0.3032,1.3158,14.0,4.2454,1.0057
Belcrum,2016,11,17.0,14.8589,6.5596,1.0,0.9097,5.0,3.0,0.9097,3.9474,71.0,21.5303,5.1006
Belcrum,2016,12,17.0,0.3032,0.1339,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6065,0.1437
Belcrum,2017,1,9.0,3.6389,1.6064,3.0,0.0,0.0,3.0,0.9097,3.9474,27.0,8.1876,1.9397
Belcrum,2017,2,6.0,2.4259,1.071,3.0,0.6065,3.3333,0.0,0.0,0.0,13.0,3.9422,0.9339
Belcrum,2017,3,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032,0.0718
Belcrum,2017,4,12.0,7.5811,3.3467,0.0,0.3032,1.6667,1.0,0.3032,1.3158,35.0,10.6135,2.5144
Belcrum,2017,5,20.0,0.3032,0.1339,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9097,0.2155
Belcrum,2017,6,15.0,0.6065,0.2677,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.213,0.2874
Belcrum,2017,7,14.0,0.9097,0.4016,1.0,0.0,0.0,2.0,0.6065,2.6316,3.0,0.9097,0.2155
Belcrum,2017,8,14.0,2.1227,0.9371,2.0,0.3032,1.6667,0.0,0.0,0.0,8.0,2.4259,0.5747
Belcrum,2017,9,10.0,0.0,0.0,0.0,0.3032,1.6667,0.0,0.0,0.0,1.0,0.3032,0.0718
Belcrum,2017,10,12.0,1.213,0.5355,1.0,0.3032,1.6667,1.0,0.3032,1.3158,8.0,2.4259,0.5747
Belcrum,2017,11,18.0,1.213,0.5355,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8195,0.431
Belcrum,2017,12,6.0,15.1622,6.6934,2.0,0.0,0.0,4.0,1.213,5.2632,86.0,26.079,6.1782
Belcrum,2018,1,11.0,6.9746,3.079,2.0,0.0,0.0,6.0,1.8195,7.8947,71.0,21.5303,5.1006
Belcrum,2018,2,12.0,3.6389,1.6064,3.0,0.3032,1.6667,2.0,0.6065,2.6316,16.0,4.8519,1.1494
Belcrum,2018,3,14.0,5.4584,2.4096,7.0,2.1227,11.6667,2.0,0.6065,2.6316,35.0,10.6135,2.5144
Belcrum,2018,4,11.0,2.4259,1.071,3.0,0.0,0.0,1.0,0.3032,1.3158,24.0,7.2778,1.7241
Belcrum,2018,5,17.0,7.5811,3.3467,0.0,1.213,6.6667,0.0,0.0,0.0,37.0,11.22,2.658
Belcrum,2018,6,11.0,1.5162,0.6693,1.0,0.3032,1.6667,1.0,0.3032,1.3158,9.0,2.7292,0.6466
Belcrum,2018,7,8.0,6.9746,3.079,4.0,0.0,0.0,2.0,0.6065,2.6316,57.0,17.2849,4.0948
Belcrum,2018,8,9.0,6.3681,2.8112,3.0,0.6065,3.3333,1.0,0.3032,1.3158,38.0,11.5233,2.7299
Belcrum,2018,9,10.0,8.1876,3.6145,0.0,0.3032,1.6667,2.0,0.6065,2.6316,51.0,15.4654,3.6638
Belcrum,2018,10,17.0,5.1551,2.2758,2.0,0.3032,1.6667,1.0,0.3032,1.3158,28.0,8.4908,2.0115
Belcrum,2018,11,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belcrum,2018,12,9.0,2.4259,1.071,0.0,0.0,0.0,2.0,0.6065,2.6316,9.0,2.7292,0.6466
